index,tweet_id,author_id,inbound,created_at,chat_conversation,response_tweet_id,in_response_to_tweet_id,sentiment_analysis,sentiment,sentiment_explanation
245,336,115797,True,Wed Nov 01 00:01:49 +0000 2017,@AirAsiaSupport thank you very much..,,335.0,"{
  ""Sentimento"": ""Positivo"",
  ""Explicação"": ""O usuário expressou gratidão ao agradecer a @AirAsiaSupport, o que indica um sentimento positivo. O uso da frase 'thank you very much' demonstra apreciação e satisfação.""
}",Positivo,"O usuário expressou gratidão ao agradecer a @AirAsiaSupport, o que indica um sentimento positivo. O uso da frase 'thank you very much' demonstra apreciação e satisfação."
246,337,115797,True,Thu Nov 09 20:15:48 +0000 2017,@AirAsiaSupport Hi! i would like to know on my itenerary on how the birthday can be seen. i would like to double check if i can key in our birthdays right 🙂,338,335.0,"{
  ""Sentimento"": ""Positivo"",
  ""Explicação"": ""O usuário demonstra um tom amigável e interessado ao fazer uma pergunta sobre o itinerário e a possibilidade de inserir as datas de aniversário. A expressão 'i would like to know' e 'i would like to double check' sugere uma abordagem positiva e proativa em busca de informações.""
}",Positivo,O usuário demonstra um tom amigável e interessado ao fazer uma pergunta sobre o itinerário e a possibilidade de inserir as datas de aniversário. A expressão 'i would like to know' e 'i would like to double check' sugere uma abordagem positiva e proativa em busca de informações.
247,338,AirAsiaSupport,False,Fri Nov 10 06:43:03 +0000 2017,"@115797 Hi Loreen, you may check the passenger's date of birth via AirAsia member account under manage booking. Thanks-Sha",339,337.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""O usuário fornece uma informação prática e direta sobre como verificar a data de nascimento do passageiro, sem expressar emoções positivas ou negativas. A mensagem é objetiva e informativa, como demonstrado na frase: 'you may check the passenger's date of birth via AirAsia member account under manage booking.'""
}",Neutro,"O usuário fornece uma informação prática e direta sobre como verificar a data de nascimento do passageiro, sem expressar emoções positivas ou negativas. A mensagem é objetiva e informativa, como demonstrado na frase: 'you may check the passenger's date of birth via AirAsia member account under manage booking.'"
248,339,115797,True,Fri Nov 10 18:03:05 +0000 2017,@AirAsiaSupport but i cant see it. i only see itenerary.. no birthday,340,338.0,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa frustração ao afirmar que não consegue ver a informação desejada, mencionando especificamente que só vê o itinerário e não a informação sobre o aniversário. A escolha das palavras sugere insatisfação com a situação.""
}",Negativo,"O usuário expressa frustração ao afirmar que não consegue ver a informação desejada, mencionando especificamente que só vê o itinerário e não a informação sobre o aniversário. A escolha das palavras sugere insatisfação com a situação."
249,340,AirAsiaSupport,False,Sat Nov 11 13:06:21 +0000 2017,@115797 As you may check it under manage my booking online or during web check in. Date of birth will be shown accordingly.- Ed,341,339.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""O usuário fornece uma informação prática e objetiva sobre como verificar a data de nascimento durante o gerenciamento da reserva, sem expressar emoções positivas ou negativas. A mensagem é direta e informativa, o que caracteriza um tom neutro.""
}",Neutro,"O usuário fornece uma informação prática e objetiva sobre como verificar a data de nascimento durante o gerenciamento da reserva, sem expressar emoções positivas ou negativas. A mensagem é direta e informativa, o que caracteriza um tom neutro."
250,341,115797,True,Thu Nov 16 19:21:34 +0000 2017,@AirAsiaSupport Hi Airasia. i want to rebook my return flight. but when i try rebooking my inbond also is rebooking. please help me. thanks,342,340.0,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa frustração ao tentar rebookar seu voo de retorno, indicando um problema com o sistema de rebooking. A frase 'please help me' sugere que ele está enfrentando dificuldades, o que contribui para a classificação negativa.""
}",Negativo,"O usuário expressa frustração ao tentar rebookar seu voo de retorno, indicando um problema com o sistema de rebooking. A frase 'please help me' sugere que ele está enfrentando dificuldades, o que contribui para a classificação negativa."
251,342,AirAsiaSupport,False,Fri Nov 17 07:48:10 +0000 2017,@115797 Hi Loreen :) Kindly DM us the booking number that you wish to do change flight for us to assist you further-Thanks-Anwar,,341.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""O usuário não expressou emoções positivas ou negativas em suas mensagens. A comunicação é direta e objetiva, focando em solicitar informações necessárias para ajudar com a mudança de voo, sem demonstrar entusiasmo ou frustração. Um trecho que demonstra isso é: 'Kindly DM us the booking number that you wish to do change flight for us to assist you further-Thanks-Anwar'.""
}",Neutro,"O usuário não expressou emoções positivas ou negativas em suas mensagens. A comunicação é direta e objetiva, focando em solicitar informações necessárias para ajudar com a mudança de voo, sem demonstrar entusiasmo ou frustração. Um trecho que demonstra isso é: 'Kindly DM us the booking number that you wish to do change flight for us to assist you further-Thanks-Anwar'."
252,334,115797,True,Tue Oct 31 14:31:46 +0000 2017,@AirAsiaSupport hi!  I have booked my ticket and when i see my itenary has been redundant i call ur customer service to assist but out of line.,332,343.0,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa frustração ao mencionar que seu itinerário é 'redundante' e que ao tentar contatar o serviço de atendimento ao cliente, não obteve assistência, indicando insatisfação com o serviço prestado.""
}",Negativo,"O usuário expressa frustração ao mencionar que seu itinerário é 'redundante' e que ao tentar contatar o serviço de atendimento ao cliente, não obteve assistência, indicando insatisfação com o serviço prestado."
253,343,AirAsiaSupport,False,Tue Oct 31 05:28:49 +0000 2017,@115797 Sorry as we checked booking has already expired due to no payment made. Kindly please proceed with new booking - Ed,"344,334,345,346",347.0,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa descontentamento ao ser informado de que a reserva expirou devido à falta de pagamento, o que indica uma situação frustrante. A frase 'Sorry as we checked booking has already expired' sugere uma insatisfação com a situação.""
}",Negativo,"O usuário expressa descontentamento ao ser informado de que a reserva expirou devido à falta de pagamento, o que indica uma situação frustrante. A frase 'Sorry as we checked booking has already expired' sugere uma insatisfação com a situação."
254,347,115797,True,Tue Oct 31 01:57:03 +0000 2017,@AirAsiaSupport lost my booking # chua loreen lee flight z2 129.128 12/22-01/8 taipei-manila. __email__,343,348.0,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa uma situação problemática ao mencionar que 'perdeu' a reserva de voo, o que indica frustração ou insatisfação. A utilização de termos como 'lost my booking' sugere um sentimento de preocupação ou descontentamento com o serviço.""
}",Negativo,"O usuário expressa uma situação problemática ao mencionar que 'perdeu' a reserva de voo, o que indica frustração ou insatisfação. A utilização de termos como 'lost my booking' sugere um sentimento de preocupação ou descontentamento com o serviço."
255,348,115798,True,Mon Aug 29 03:20:05 +0000 2011,"Lost your booking number? No worries, just drop me the passenger's name, flight details and email. I'll trace it and email u in no time :)","349,350,351,352,347,353,354,355,356,357,358,359,360,361",,"{
  ""Sentimento"": ""Positivo"",
  ""Explicação"": ""O usuário demonstra uma atitude prestativa e otimista ao oferecer ajuda para resolver um problema, utilizando expressões como 'No worries' e 'I'll trace it and email u in no time :)', que transmitem uma sensação de confiança e disposição para ajudar.""
}",Positivo,"O usuário demonstra uma atitude prestativa e otimista ao oferecer ajuda para resolver um problema, utilizando expressões como 'No worries' e 'I'll trace it and email u in no time :)', que transmitem uma sensação de confiança e disposição para ajudar."
256,362,AirAsiaSupport,False,Tue Oct 31 22:07:28 +0000 2017,"@115799 Hi Emma, Could you please follow us so we can DM you again with the email reply sent to you  =) Yana",363,364.0,"{
  ""Sentimento"": ""Positivo"",
  ""Explicação"": ""O usuário utiliza um tom amigável e educado ao solicitar que Emma os siga, além de incluir um emoji sorridente, o que indica uma intenção positiva e uma abordagem cordial. A frase 'Could you please follow us' demonstra uma solicitação respeitosa.""
}",Positivo,"O usuário utiliza um tom amigável e educado ao solicitar que Emma os siga, além de incluir um emoji sorridente, o que indica uma intenção positiva e uma abordagem cordial. A frase 'Could you please follow us' demonstra uma solicitação respeitosa."
257,363,115799,True,Wed Nov 01 01:12:02 +0000 2017,"@AirAsiaSupport Hi Yana, followed!",365,362.0,"{
  ""Sentimento"": ""Positivo"",
  ""Explicação"": ""O usuário expressou uma ação positiva ao seguir a conta de suporte da AirAsia, o que indica interesse e engajamento. A saudação 'Hi Yana' também sugere uma abordagem amigável e receptiva.""
}",Positivo,"O usuário expressou uma ação positiva ao seguir a conta de suporte da AirAsia, o que indica interesse e engajamento. A saudação 'Hi Yana' também sugere uma abordagem amigável e receptiva."
258,365,AirAsiaSupport,False,Wed Nov 01 01:27:03 +0000 2017,"@115799 Hi Emma, We have replied to you via DM. please check again, Thank you- Mariya",,363.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""A mensagem do usuário é informativa e não expressa emoções fortes. O tom é educado e direto, focando em uma resposta a uma solicitação anterior, sem indicar satisfação ou insatisfação. O trecho que demonstra isso é: 'We have replied to you via DM. please check again, Thank you- Mariya'.""
}",Neutro,"A mensagem do usuário é informativa e não expressa emoções fortes. O tom é educado e direto, focando em uma resposta a uma solicitação anterior, sem indicar satisfação ou insatisfação. O trecho que demonstra isso é: 'We have replied to you via DM. please check again, Thank you- Mariya'."
259,364,115799,True,Tue Oct 31 21:35:17 +0000 2017,@AirAsiaSupport Hi Yana I don’t have any DMs from you. Did you mean email?,362,366.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""O usuário está buscando esclarecimentos sobre a comunicação, sem expressar emoções positivas ou negativas. A frase 'I don’t have any DMs from you. Did you mean email?' indica uma solicitação de informação, sem tom de frustração ou satisfação.""
}",Neutro,"O usuário está buscando esclarecimentos sobre a comunicação, sem expressar emoções positivas ou negativas. A frase 'I don’t have any DMs from you. Did you mean email?' indica uma solicitação de informação, sem tom de frustração ou satisfação."
